moon_index,moon_display,moon_name,moon_kind,dawn_key,interior_index,interior,flow_id,flow_kind,availability_mechanism,classification,evidence_basis
8,7 Dine,Dine,Vanilla,lethal_company:dine,2,Haunted Mansion,Level2Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,3,Mineshaft,Level3Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,4,Black Mesa,Black Mesa,External,DAWNLIB_NATIVE_BLACK_MESA_WEIGHT_RULE,VIABLE_EQUAL_100,BLACK_MESA_NATIVE_DAWNLIB_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,5,Abandoned Foundry,FoundryFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,6,ACF Site,ResearchStationFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,7,DeepcoreMines,deepmines,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,8,LiminalHouse,LiminalHouseFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,9,Supermarket,Supermarket,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,10,Bunker,BunkerFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,11,Drains,DrainsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,12,Substation,SubstationFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,13,Liminal Facility,BackroomsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,14,Storehouse,SHFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,15,Tower,TowerFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,16,Gray Apartments,GrayApartmentsFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,17,Zeranos Gray Apartments,GrayApartmentsFlowZ,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,18,junkrooms,junkrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,19,LC Office,OfficeDungeonFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,20,Belleville Appartements,BellevilleApp,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,21,Crimson Keep,CrimsonKeep,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,22,Treatement Amenity,DungeonTreatementAnemity,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,23,Goldstay Hotel,GoldenHotel,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,24,Lead Factory,LeadFactory,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,25,Lantern Manor,LanternManor,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,26,Circus Facility,CircusFacilityFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,27,Atlantean Citadel,AquaticDungeonFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,28,Deep Sewers,DeepSewersFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,29,Fractured Complex,FracturedComplexFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,30,Greenhouse,GreenhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,31,Art Gallery,MuseumInteriorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,32,Decrepit store,StoreFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,33,Expanded facility,ExpandedFacility,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,34,Expanded Mineshaft,Level3ButCoolFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,35,Grand Armory,GrandArmoryFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,36,Spooky manor,SpookyManorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,37,Mausoleum,MelanieMausoleum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,38,Museum,MelanieMuseum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,39,Raven Manor,RavenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,40,ScoopyCastle,CastleFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,41,Shatteredrooms,shatteredrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,42,Slaughterhouse,SlaughterhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,43,Spelunkers Caverns (Random),Spelunk_RandomFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,44,Spelunkers Caverns (Basic),Spelunk_BasicFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,45,Spelunkers Caverns (Crystal),Spelunk_CrystalFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,46,Spelunkers Caverns (Frozen),Spelunk_FrozenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,47,Spelunkers Caverns (Magmatic),Spelunk_MagmaFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,48,Spelunkers Caverns (Overgrown),Spelunk_OvergrownFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,49,Storage Complex,StorageComplex,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,50,Studio Floor,StudioFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,51,Sub Systems,SubSysFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,NOT_YET_PROVEN,NO_PAIRING_SPECIFIC_EVIDENCE
8,7 Dine,Dine,Vanilla,lethal_company:dine,52,Rubber Rooms,RubberRoomsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
8,7 Dine,Dine,Vanilla,lethal_company:dine,53,Toy Store,ToystoreFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,ACTIVE_LLL_TAG_OVERRIDE_VANILLA_100_PLUS_ACCEPTED_NORMALIZER
9,21 Offense,Offense,Vanilla,lethal_company:offense,1,Facility,Level1Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,2,Haunted Mansion,Level2Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,3,Mineshaft,Level3Flow,Vanilla,VANILLA_NATIVE_LLL_MATCHING,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,4,Black Mesa,Black Mesa,External,DAWNLIB_NATIVE_BLACK_MESA_WEIGHT_RULE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,5,Abandoned Foundry,FoundryFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,6,ACF Site,ResearchStationFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,7,DeepcoreMines,deepmines,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,8,LiminalHouse,LiminalHouseFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,9,Supermarket,Supermarket,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,10,Bunker,BunkerFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,11,Drains,DrainsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,12,Substation,SubstationFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,13,Liminal Facility,BackroomsFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,14,Storehouse,SHFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,15,Tower,TowerFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,16,Gray Apartments,GrayApartmentsFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,17,Zeranos Gray Apartments,GrayApartmentsFlowZ,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,18,junkrooms,junkrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,19,LC Office,OfficeDungeonFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,20,Belleville Appartements,BellevilleApp,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,21,Crimson Keep,CrimsonKeep,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,22,Treatement Amenity,DungeonTreatementAnemity,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,23,Goldstay Hotel,GoldenHotel,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,24,Lead Factory,LeadFactory,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,25,Lantern Manor,LanternManor,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,26,Circus Facility,CircusFacilityFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,27,Atlantean Citadel,AquaticDungeonFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,28,Deep Sewers,DeepSewersFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,29,Fractured Complex,FracturedComplexFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,30,Greenhouse,GreenhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,31,Art Gallery,MuseumInteriorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,32,Decrepit store,StoreFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,33,Expanded facility,ExpandedFacility,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,34,Expanded Mineshaft,Level3ButCoolFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,35,Grand Armory,GrandArmoryFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,36,Spooky manor,SpookyManorFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,37,Mausoleum,MelanieMausoleum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,38,Museum,MelanieMuseum,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,39,Raven Manor,RavenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,40,ScoopyCastle,CastleFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,41,Shatteredrooms,shatteredrooms,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,42,Slaughterhouse,SlaughterhouseFlow,Custom,DIRECT_LLL_UNIVERSAL_TAG_OVERRIDE,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,43,Spelunkers Caverns (Random),Spelunk_RandomFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,44,Spelunkers Caverns (Basic),Spelunk_BasicFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,45,Spelunkers Caverns (Crystal),Spelunk_CrystalFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,46,Spelunkers Caverns (Frozen),Spelunk_FrozenFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,AUTHOR_OR_OWNER_HARD_BLOCK,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
9,21 Offense,Offense,Vanilla,lethal_company:offense,47,Spelunkers Caverns (Magmatic),Spelunk_MagmaFlow,Custom,OWNER_ASSET_MATCHING_NO_DIRECT_LLL_CONFIG,VIABLE_EQUAL_100,S1.42AK_OFFENSE_RUNTIME_AND_PHASE_B2_OWNER_RECONCILIATION
