[10:30:19.9108428] [Info   : LethalMin] Adding PikminItem Compoent to PantiesItem
[10:30:20.0216008] [Info   : LethalMin] Adding PikminItem Compoent to RustedPickHead
[10:30:20.0216008] [Debug  : LethalMin] Calculated weight for Rusted Pick Head: 16 lb, Devided weight: 6.4 lb
[10:30:20.0216008] [Debug  : LethalMin] (RustedPickHead) Colider: RustedPickHead (UnityEngine.BoxCollider)
[10:30:20.0216008] [Debug  : LethalMin] (RustedPickHead) Center: (0.00, 0.00, 0.00)
[10:30:20.0216008] [Debug  : LethalMin] Creating counter for RustedPickHead
[10:30:20.0216008] [Warning: LethalMin] Item LifeformAnalyser is not valid for Pikmin! Skipping...
[10:30:20.0216008] [Info   : LethalMin] Adding PikminItem Compoent to SawBlade
[10:30:20.0216008] [Debug  : LethalMin] Calculated weight for Saw Blade: 26 lb, Devided weight: 10.4 lb
[10:30:20.0216008] [Debug  : LethalMin] (SawBlade) Colider: SawBlade (UnityEngine.BoxCollider)
[10:30:20.0216008] [Debug  : LethalMin] (SawBlade) Center: (0.00, 0.00, 0.00)
[10:30:20.0216008] [Debug  : LethalMin] Creating counter for SawBlade
[10:30:20.0216008] [Info   : LethalMin] Adding PikminItem Compoent to Scrapapult
[10:30:20.0216008] [Debug  : LethalMin] Calculated weight for Scrap-a-pult: 5 lb, Devided weight: 2 lb
[10:30:20.0216008] [Debug  : LethalMin] (Scrapapult) Colider: Scrapapult (UnityEngine.BoxCollider)
[10:30:20.0216008] [Debug  : LethalMin] (Scrapapult) Center: (-87.46, -38.39, 163.87)
[10:30:20.0216008] [Debug  : LethalMin] Creating counter for Scrapapult
[10:30:20.0216008] [Info   : LethalMin] Adding PikminItem Compoent to Mirror
[10:30:20.0216008] [Debug  : LethalMin] Calculated weight for Mirror: 2 lb, Devided weight: 0.8 lb
[10:30:20.0216008] [Debug  : LethalMin] (Mirror) Colider: Mirror (UnityEngine.BoxCollider)
[10:30:20.0216008] [Debug  : LethalMin] (Mirror) Center: (0.00, 0.00, 0.00)
[10:30:20.0216008] [Debug  : LethalMin] Creating counter for Mirror
[10:30:20.0226054] [Info   : LethalMin] Adding PikminItem Compoent to Skull
[10:30:20.0226054] [Debug  : LethalMin] Calculated weight for Skull: 2 lb, Devided weight: 0.8 lb
[10:30:20.0226054] [Debug  : LethalMin] (Skull) Colider: Skull (UnityEngine.BoxCollider)
[10:30:20.0226054] [Debug  : LethalMin] (Skull) Center: (0.00, 0.00, 0.00)
[10:30:20.0226054] [Debug  : LethalMin] Creating counter for Skull
[10:30:20.0226054] [Warning: LethalMin] Item Rocky is not valid for Pikmin! Skipping...
[10:30:20.0226054] [Warning: LethalMin] Item CreditPad500cc is not valid for Pikmin! Skipping...
[10:30:20.0226054] [Warning: LethalMin] Item CreditPad1000cc is not valid for Pikmin! Skipping...
[10:30:20.0226054] [Info   : LethalMin] Adding PikminItem Compoent to Yoyo
[10:30:20.0226054] [Debug  : LethalMin] Calculated weight for Yoyo: 1 lb, Devided weight: 0.4 lb
[10:30:20.0226054] [Debug  : LethalMin] (Yoyo) Colider: Yoyo (UnityEngine.BoxCollider)
[10:30:20.0226054] [Debug  : LethalMin] (Yoyo) Center: (-4.69, 0.00, -0.18)
[10:30:20.0226054] [Debug  : LethalMin] Creating counter for Yoyo
[10:30:20.0226054] [Info   : LethalMin] Adding PikminItem Compoent to Magic8Ball
[10:30:20.0226054] [Debug  : LethalMin] Calculated weight for Magic 8 Ball: 5 lb, Devided weight: 2 lb
[10:30:20.0226054] [Debug  : LethalMin] (Magic8Ball) Colider: Magic8Ball (UnityEngine.BoxCollider)
[10:30:20.0226054] [Debug  : LethalMin] (Magic8Ball) Center: (-86.35, -38.12, 165.32)
[10:30:20.0226054] [Debug  : LethalMin] Creating counter for Magic8Ball
[10:30:20.0226054] [Info   : LethalMin] Adding PikminItem Compoent to XrayNCamera
[10:30:20.0226054] [Debug  : LethalMin] Calculated weight for X-ray Glasses: 1 lb, Devided weight: 0.4 lb
[10:30:20.0226054] [Debug  : LethalMin] (XrayNCamera) Colider: XrayNCamera (UnityEngine.BoxCollider)
[10:30:20.0226054] [Debug  : LethalMin] (XrayNCamera) Center: (0.00, 0.00, 0.00)
[10:30:20.0226054] [Debug  : LethalMin] Creating counter for XrayNCamera
[10:30:20.0226054] [Info   : LethalMin] Adding PikminItem Compoent to MouseTrap
[10:30:20.0226054] [Debug  : LethalMin] Calculated weight for Mouse Trap: 5 lb, Devided weight: 2 lb
[10:30:20.0226054] [Debug  : LethalMin] (MouseTrap) Colider: MouseTrap (UnityEngine.BoxCollider)
[10:30:20.0226054] [Debug  : LethalMin] (MouseTrap) Center: (-87.03, -38.20, 165.14)
[10:30:20.0236091] [Debug  : LethalMin] Creating counter for MouseTrap
[10:30:20.0236091] [Info   : LethalMin] Adding PikminItem Compoent to WiltedRose
[10:30:20.0236091] [Debug  : LethalMin] Calculated weight for Wilted Rose: 4 lb, Devided weight: 1.6 lb
[10:30:20.0236091] [Debug  : LethalMin] (WiltedRose) Colider: WiltedRose (UnityEngine.BoxCollider)
[10:30:20.0236091] [Debug  : LethalMin] (WiltedRose) Center: (0.00, -0.06, 0.00)
[10:30:20.0236091] [Debug  : LethalMin] Creating counter for WiltedRose
[10:30:20.0236091] [Info   : LethalMin] Adding PikminItem Compoent to Spud
[10:30:20.0236091] [Debug  : LethalMin] Calculated weight for Spud Tater: 2 lb, Devided weight: 0.8 lb
[10:30:20.0236091] [Debug  : LethalMin] (Spud) Colider: Spud (UnityEngine.BoxCollider)
[10:30:20.0236091] [Debug  : LethalMin] (Spud) Center: (0.00, 0.00, 0.00)
[10:30:20.0236091] [Debug  : LethalMin] Creating counter for Spud
[10:30:20.0236091] [Warning: LethalMin] Item MoleDigger is not valid for Pikmin! Skipping...
[10:30:20.0236091] [Warning: LethalMin] Item FogHorn is not valid for Pikmin! Skipping...
[10:30:20.0236091] [Info   : LethalMin] Adding PikminItem Compoent to TeddyBear
[10:30:20.0236091] [Debug  : LethalMin] Calculated weight for Teddy Bear: 4 lb, Devided weight: 1.6 lb
[10:30:20.0236091] [Debug  : LethalMin] (TeddyBear) Colider: TeddyBear (UnityEngine.BoxCollider)
[10:30:20.0236091] [Debug  : LethalMin] (TeddyBear) Center: (-5.19, 0.00, 0.04)
[10:30:20.0236091] [Debug  : LethalMin] Creating counter for TeddyBear
[10:30:20.0236091] [Warning: LethalMin] Item Oxidizer is not valid for Pikmin! Skipping...
[10:30:20.0236091] [Info   : LethalMin] Adding PikminItem Compoent to NewCoinPrefab
[10:30:20.0236091] [Debug  : LethalMin] Calculated weight for Coin: 0 lb, Devided weight: 0 lb
[10:30:20.0236091] [Debug  : LethalMin] (NewCoinPrefab) Colider: NewCoinPrefab (UnityEngine.BoxCollider)
[10:30:20.0236091] [Debug  : LethalMin] (NewCoinPrefab) Center: (-1.46, 0.00, 0.89)
[10:30:20.0236091] [Debug  : LethalMin] Creating counter for NewCoinPrefab
[10:30:20.0236091] [Warning: LethalMin] Item RailSlugger is not valid for Pikmin! Skipping...
[10:30:20.0236091] [Warning: LethalMin] Item StoptimeWatch is not valid for Pikmin! Skipping...
[10:30:20.0236091] [Info   : LethalMin] Adding PikminItem Compoent to RubberBand
[10:30:20.0236091] [Debug  : LethalMin] Calculated weight for Rubber band: 0 lb, Devided weight: 0 lb
[10:30:20.0236091] [Debug  : LethalMin] (RubberBand) Colider: RubberBand (UnityEngine.BoxCollider)
[10:30:20.0236091] [Debug  : LethalMin] (RubberBand) Center: (-88.67, -38.28, 165.83)
[10:30:20.0236091] [Debug  : LethalMin] Creating counter for RubberBand
[10:30:20.0246052] [Info   : LethalMin] Adding PikminItem Compoent to BurntTongue
[10:30:20.0246052] [Debug  : LethalMin] Calculated weight for Burnt Flesh Tongue: 20 lb, Devided weight: 8 lb
[10:30:20.0246052] [Debug  : LethalMin] (BurntTongue) Colider: BurntTongue (UnityEngine.BoxCollider)
[10:30:20.0246052] [Debug  : LethalMin] (BurntTongue) Center: (0.00, 0.00, 0.00)
[10:30:20.0246052] [Debug  : LethalMin] Creating counter for BurntTongue
[10:30:20.0246052] [Info   : LethalMin] Adding PikminItem Compoent to BurntTeeth
[10:30:20.0246052] [Debug  : LethalMin] Calculated weight for Burnt Flesh Teeth: 10 lb, Devided weight: 4 lb
[10:30:20.0246052] [Debug  : LethalMin] (BurntTeeth) Colider: BurntTeeth (UnityEngine.BoxCollider)
[10:30:20.0246052] [Debug  : LethalMin] (BurntTeeth) Center: (0.00, 0.00, 0.00)
[10:30:20.0246052] [Debug  : LethalMin] Creating counter for BurntTeeth
[10:30:20.0246052] [Info   : LethalMin] Adding PikminItem Compoent to BurntRubble
[10:30:20.0246052] [Debug  : LethalMin] Calculated weight for Burnt Rubble: 10 lb, Devided weight: 4 lb
[10:30:20.0246052] [Debug  : LethalMin] (BurntRubble) Colider: BurntRubble (UnityEngine.BoxCollider)
[10:30:20.0246052] [Debug  : LethalMin] (BurntRubble) Center: (-1.14, 0.02, 0.82)
[10:30:20.0246052] [Debug  : LethalMin] Creating counter for BurntRubble
[10:30:20.0246052] [Info   : LethalMin] Adding PikminItem Compoent to BurntArm
[10:30:20.0246052] [Debug  : LethalMin] Calculated weight for Burnt Flesh Arm: 20 lb, Devided weight: 8 lb
[10:30:20.0246052] [Debug  : LethalMin] (BurntArm) Colider: BurntArm (UnityEngine.BoxCollider)
[10:30:20.0246052] [Debug  : LethalMin] (BurntArm) Center: (0.00, 0.00, 0.00)
[10:30:20.0246052] [Debug  : LethalMin] Creating counter for BurntArm
[10:30:20.0246052] [Info   : LethalMin] Adding PikminItem Compoent to BurntEye
[10:30:20.0256054] [Debug  : LethalMin] Calculated weight for Burnt Flesh Eye: 10 lb, Devided weight: 4 lb
[10:30:20.0256054] [Debug  : LethalMin] (BurntEye) Colider: BurntEye (UnityEngine.BoxCollider)
[10:30:20.0256054] [Debug  : LethalMin] (BurntEye) Center: (0.00, 0.00, 0.00)
[10:30:20.0256054] [Debug  : LethalMin] Creating counter for BurntEye
[10:30:20.0256054] [Warning: LethalMin] Item MicrowaveFork is not valid for Pikmin! Skipping...
[10:30:20.0256054] [Warning: LethalMin] Item MicrowaveCharredkiwi is not valid for Pikmin! Skipping...
[10:30:20.0256054] [Warning: LethalMin] Item MicrowaveCharredBaby is not valid for Pikmin! Skipping...
[10:30:20.0256054] [Warning: LethalMin] Item MicrowaveSpork is not valid for Pikmin! Skipping...
[10:30:20.0256054] [Info   : LethalMin] Adding PikminItem Compoent to ShockwaveScrapped
[10:30:20.0256054] [Debug  : LethalMin] Calculated weight for ShockwaveGal Assembly Parts: 63 lb, Devided weight: 25.2 lb
[10:30:20.0256054] [Debug  : LethalMin] (ShockwaveScrapped) Colider: ShockwaveScrapped (UnityEngine.BoxCollider)
[10:30:20.0256054] [Debug  : LethalMin] (ShockwaveScrapped) Center: (0.00, 0.30, 0.00)
[10:30:20.0261093] [Debug  : LethalMin] Creating counter for ShockwaveScrapped
[10:30:20.0261093] [Info   : LethalMin] Adding PikminItem Compoent to TerminalScrapped
[10:30:20.0261093] [Debug  : LethalMin] Calculated weight for TerminalGal Assembly Parts: 63 lb, Devided weight: 25.2 lb
[10:30:20.0261093] [Debug  : LethalMin] (TerminalScrapped) Colider: TerminalScrapped (UnityEngine.BoxCollider)
[10:30:20.0261093] [Debug  : LethalMin] (TerminalScrapped) Center: (-18.90, -36.96, 81.67)
[10:30:20.0261093] [Debug  : LethalMin] Creating counter for TerminalScrapped
[10:30:20.0261093] [Info   : LethalMin] Adding PikminItem Compoent to MissRemnants
[10:30:20.0271128] [Debug  : LethalMin] Calculated weight for CruiserGal Assembly Parts: 63 lb, Devided weight: 25.2 lb
[10:30:20.0271128] [Debug  : LethalMin] (MissRemnants) Colider: MissRemnants (UnityEngine.BoxCollider)
[10:30:20.0271128] [Debug  : LethalMin] (MissRemnants) Center: (-24.74, -36.67, 82.38)
[10:30:20.0271128] [Debug  : LethalMin] Creating counter for MissRemnants
[10:30:20.0271128] [Info   : LethalMin] Adding PikminItem Compoent to 999Jar
[10:30:20.0271128] [Debug  : LethalMin] Calculated weight for Jar of 999: 63 lb, Devided weight: 25.2 lb
[10:30:20.0271128] [Debug  : LethalMin] (999Jar) Colider: 999Jar (UnityEngine.BoxCollider)
[10:30:20.0271128] [Debug  : LethalMin] (999Jar) Center: (-69.24, -78.73, 61.91)
[10:30:20.0281129] [Debug  : LethalMin] Creating counter for 999Jar
[10:30:20.0281129] [Info   : LethalMin] Adding PikminItem Compoent to Shrimp
[10:30:20.0281129] [Debug  : LethalMin] Calculated weight for Blue Shrimp: 11 lb, Devided weight: 4.4 lb
[10:30:20.0281129] [Debug  : LethalMin] (Shrimp) Colider: Shrimp (UnityEngine.BoxCollider)
[10:30:20.0281129] [Debug  : LethalMin] (Shrimp) Center: (0.00, 4.05, 0.00)
[10:30:20.0281129] [Debug  : LethalMin] Creating counter for Shrimp
[10:30:20.0281129] [Info   : LethalMin] Adding PikminItem Compoent to ExplosiveRemnants
[10:30:20.0281129] [Debug  : LethalMin] Calculated weight for SeamineGal Assembly Parts: 63 lb, Devided weight: 25.2 lb
[10:30:20.0281129] [Debug  : LethalMin] (ExplosiveRemnants) Colider: ExplosiveRemnants (UnityEngine.BoxCollider)
[10:30:20.0281129] [Debug  : LethalMin] (ExplosiveRemnants) Center: (3.65, 0.29, -0.09)
[10:30:20.0281129] [Debug  : LethalMin] Creating counter for ExplosiveRemnants
[10:30:20.0291131] [Warning: LethalMin] Item ChipBag is not valid for Pikmin! Skipping...
[10:30:20.0291131] [Info   : LethalMin] Adding PikminItem Compoent to SlayerShotgunItem
[10:30:20.0291131] [Debug  : LethalMin] Calculated weight for SlayerShotgun: 79 lb, Devided weight: 31.6 lb
[10:30:20.0291131] [Debug  : LethalMin] (SlayerShotgunItem) Colider: SlayerShotgunItem (UnityEngine.BoxCollider)
[10:30:20.0291131] [Debug  : LethalMin] (SlayerShotgunItem) Center: (0.00, 2.30, 5.09)
[10:30:20.0291131] [Debug  : LethalMin] Creating counter for SlayerShotgunItem
[10:30:20.0291131] [Info   : LethalMin] Adding PikminItem Compoent to ShotgunShell
[10:30:20.0291131] [Debug  : LethalMin] Calculated weight for Ammo: 0 lb, Devided weight: 0 lb
[10:30:20.0291131] [Debug  : LethalMin] (ShotgunShell) Colider: ShotgunShell (UnityEngine.BoxCollider)
[10:30:20.0291131] [Debug  : LethalMin] (ShotgunShell) Center: (-180.69, -99.24, 68.02)
[10:30:20.0291131] [Debug  : LethalMin] Creating counter for ShotgunShell
[10:30:20.0291131] [Info   : LethalMin] Adding PikminItem Compoent to GrabbableLandmine
[10:30:20.0291131] [Debug  : LethalMin] Calculated weight for Grabbable Landmine: 26 lb, Devided weight: 10.4 lb
[10:30:20.0301132] [Debug  : LethalMin] (GrabbableLandmine) Colider: GrabbableLandmine (UnityEngine.BoxCollider)
[10:30:20.0301132] [Debug  : LethalMin] (GrabbableLandmine) Center: (0.00, 0.07, 5.24)
[10:30:20.0301132] [Debug  : LethalMin] Creating counter for GrabbableLandmine
[10:30:20.0301132] [Info   : LethalMin] Adding PikminItem Compoent to GrabbableTurret
[10:30:20.0301132] [Debug  : LethalMin] Calculated weight for Grabbable Turret: 89 lb, Devided weight: 35.6 lb
[10:30:20.0301132] [Debug  : LethalMin] (GrabbableTurret) Colider: GrabbableTurret (UnityEngine.BoxCollider)
[10:30:20.0301132] [Debug  : LethalMin] (GrabbableTurret) Center: (0.49, 0.64, -1.27)
[10:30:20.0301132] [Debug  : LethalMin] Creating counter for GrabbableTurret
[10:30:20.0301132] [Info   : LethalMin] Adding PikminItem Compoent to gogglesPrefab
[10:30:20.0301132] [Debug  : LethalMin] Calculated weight for Night Vision Goggles: 4 lb, Devided weight: 1.6 lb
[10:30:20.0301132] [Debug  : LethalMin] (gogglesPrefab) Colider: gogglesPrefab (UnityEngine.BoxCollider)
[10:30:20.0301132] [Debug  : LethalMin] (gogglesPrefab) Center: (0.00, 0.00, 0.00)
[10:30:20.0301132] [Debug  : LethalMin] Creating counter for gogglesPrefab
[10:30:20.0301132] [Info   : LethalMin] Adding PikminItem Compoent to candelabra
[10:30:20.0301132] [Debug  : LethalMin] Calculated weight for Candelabra: 5 lb, Devided weight: 2 lb
[10:30:20.0301132] [Debug  : LethalMin] (candelabra) Colider: candelabra (UnityEngine.BoxCollider)
[10:30:20.0301132] [Debug  : LethalMin] (candelabra) Center: (0.00, 0.55, 0.00)
[10:30:20.0301132] [Debug  : LethalMin] Creating counter for candelabra
[10:30:20.0301132] [Info   : LethalMin] Adding PikminItem Compoent to Heart
[10:30:20.0301132] [Debug  : LethalMin] Calculated weight for Heart: 5 lb, Devided weight: 2 lb
[10:30:20.0301132] [Debug  : LethalMin] (Heart) Colider: Heart (UnityEngine.BoxCollider)
[10:30:20.0301132] [Debug  : LethalMin] (Heart) Center: (0.00, 0.55, 0.00)
[10:30:20.0301132] [Debug  : LethalMin] Creating counter for Heart
[10:30:20.0316172] [Info   : LethalMin] Adding PikminItem Compoent to MedKitMap
[10:30:20.0316172] [Debug  : LethalMin] Calculated weight for Medic Bag: 16 lb, Devided weight: 6.4 lb
[10:30:20.0316172] [Debug  : LethalMin] (MedKitMap) Colider: MedKitMap (UnityEngine.BoxCollider)
[10:30:20.0316172] [Debug  : LethalMin] (MedKitMap) Center: (0.00, 0.00, 0.00)
[10:30:20.0316172] [Debug  : LethalMin] Creating counter for MedKitMap
[10:30:20.0316172] [Info   : LethalMin] Adding PikminItem Compoent to Forest Keeper Sample
[10:30:20.0316172] [Debug  : LethalMin] Calculated weight for Forest Keeper Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0316172] [Debug  : LethalMin] (Forest Keeper Sample) Colider: Forest Keeper Sample (UnityEngine.BoxCollider)
[10:30:20.0316172] [Debug  : LethalMin] (Forest Keeper Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0316172] [Debug  : LethalMin] Creating counter for Forest Keeper Sample
[10:30:20.0316172] [Info   : LethalMin] Adding PikminItem Compoent to Bracken Sample
[10:30:20.0316172] [Debug  : LethalMin] Calculated weight for Bracken Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0316172] [Debug  : LethalMin] (Bracken Sample) Colider: Bracken Sample (UnityEngine.BoxCollider)
[10:30:20.0316172] [Debug  : LethalMin] (Bracken Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0316172] [Debug  : LethalMin] Creating counter for Bracken Sample
[10:30:20.0316172] [Info   : LethalMin] Adding PikminItem Compoent to EggLoot
[10:30:20.0316172] [Debug  : LethalMin] Calculated weight for Hoarder Bug Egg: 3 lb, Devided weight: 1.2 lb
[10:30:20.0316172] [Debug  : LethalMin] (EggLoot) Colider: EggLoot (UnityEngine.BoxCollider)
[10:30:20.0316172] [Debug  : LethalMin] (EggLoot) Center: (0.00, 0.00, 0.00)
[10:30:20.0316172] [Debug  : LethalMin] Creating counter for EggLoot
[10:30:20.0316172] [Info   : LethalMin] Adding PikminItem Compoent to MedKit
[10:30:20.0316172] [Debug  : LethalMin] Calculated weight for Medic Bag: 16 lb, Devided weight: 6.4 lb
[10:30:20.0316172] [Debug  : LethalMin] (MedKit) Colider: MedKit (UnityEngine.BoxCollider)
[10:30:20.0316172] [Debug  : LethalMin] (MedKit) Center: (0.00, 0.00, 0.00)
[10:30:20.0326217] [Debug  : LethalMin] Creating counter for MedKit
[10:30:20.0326217] [Warning: LethalMin] Item HoardingBugEggs is not valid for Pikmin! Skipping...
[10:30:20.0326217] [Info   : LethalMin] Adding PikminItem Compoent to Snare Flea Sample
[10:30:20.0326217] [Debug  : LethalMin] Calculated weight for Snare Flea Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0326217] [Debug  : LethalMin] (Snare Flea Sample) Colider: Snare Flea Sample (UnityEngine.BoxCollider)
[10:30:20.0326217] [Debug  : LethalMin] (Snare Flea Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0326217] [Debug  : LethalMin] Creating counter for Snare Flea Sample
[10:30:20.0326217] [Info   : LethalMin] Adding PikminItem Compoent to Bunker Spider Sample
[10:30:20.0326217] [Debug  : LethalMin] Calculated weight for Bunker Spider Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0326217] [Debug  : LethalMin] (Bunker Spider Sample) Colider: Bunker Spider Sample (UnityEngine.BoxCollider)
[10:30:20.0326217] [Debug  : LethalMin] (Bunker Spider Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0326217] [Debug  : LethalMin] Creating counter for Bunker Spider Sample
[10:30:20.0326217] [Info   : LethalMin] Adding PikminItem Compoent to Teddy Bear
[10:30:20.0326217] [Debug  : LethalMin] Calculated weight for Teddy Bear: 5 lb, Devided weight: 2 lb
[10:30:20.0326217] [Debug  : LethalMin] (Teddy Bear) Colider: Teddy Bear (UnityEngine.BoxCollider)
[10:30:20.0326217] [Debug  : LethalMin] (Teddy Bear) Center: (0.00, 0.55, 0.00)
[10:30:20.0326217] [Debug  : LethalMin] Creating counter for Teddy Bear
[10:30:20.0326217] [Info   : LethalMin] Adding PikminItem Compoent to Manticoil Sample
[10:30:20.0326217] [Debug  : LethalMin] Calculated weight for Manticoil Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0326217] [Debug  : LethalMin] (Manticoil Sample) Colider: Manticoil Sample (UnityEngine.BoxCollider)
[10:30:20.0326217] [Debug  : LethalMin] (Manticoil Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0326217] [Debug  : LethalMin] Creating counter for Manticoil Sample
[10:30:20.0336215] [Info   : LethalMin] Adding PikminItem Compoent to Crucifix
[10:30:20.0336215] [Debug  : LethalMin] Calculated weight for Crucifix: 5 lb, Devided weight: 2 lb
[10:30:20.0336215] [Debug  : LethalMin] (Crucifix) Colider: Crucifix (UnityEngine.BoxCollider)
[10:30:20.0336215] [Debug  : LethalMin] (Crucifix) Center: (0.00, 0.55, 0.00)
[10:30:20.0336215] [Debug  : LethalMin] Creating counter for Crucifix
[10:30:20.0336215] [Warning: LethalMin] Item ExorcLoot is not valid for Pikmin! Skipping...
[10:30:20.0336215] [Warning: LethalMin] Item DataPC is not valid for Pikmin! Skipping...
[10:30:20.0336215] [Info   : LethalMin] Adding PikminItem Compoent to Thumper Sample
[10:30:20.0336215] [Debug  : LethalMin] Calculated weight for Thumper Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0336215] [Debug  : LethalMin] (Thumper Sample) Colider: Thumper Sample (UnityEngine.BoxCollider)
[10:30:20.0336215] [Debug  : LethalMin] (Thumper Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0336215] [Debug  : LethalMin] Creating counter for Thumper Sample
[10:30:20.0336215] [Info   : LethalMin] Adding PikminItem Compoent to Bones
[10:30:20.0336215] [Debug  : LethalMin] Calculated weight for Bones: 5 lb, Devided weight: 2 lb
[10:30:20.0336215] [Debug  : LethalMin] (Bones) Colider: Bones (UnityEngine.BoxCollider)
[10:30:20.0336215] [Debug  : LethalMin] (Bones) Center: (0.00, 0.55, 0.00)
[10:30:20.0336215] [Debug  : LethalMin] Creating counter for Bones
[10:30:20.0336215] [Info   : LethalMin] Adding PikminItem Compoent to Kidnapper Fox Sample
[10:30:20.0336215] [Debug  : LethalMin] Calculated weight for Kidnapper Fox Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0336215] [Debug  : LethalMin] (Kidnapper Fox Sample) Colider: Kidnapper Fox Sample (UnityEngine.BoxCollider)
[10:30:20.0336215] [Debug  : LethalMin] (Kidnapper Fox Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0336215] [Debug  : LethalMin] Creating counter for Kidnapper Fox Sample
[10:30:20.0336215] [Info   : LethalMin] Adding PikminItem Compoent to Disc
[10:30:20.0336215] [Debug  : LethalMin] Calculated weight for Data Disc: 3 lb, Devided weight: 1.2 lb
[10:30:20.0336215] [Debug  : LethalMin] (Disc) Colider: Disc (UnityEngine.BoxCollider)
[10:30:20.0336215] [Debug  : LethalMin] (Disc) Center: (0.00, 0.00, 0.00)
[10:30:20.0336215] [Debug  : LethalMin] Creating counter for Disc
[10:30:20.0346260] [Warning: LethalMin] Item Bomb is not valid for Pikmin! Skipping...
[10:30:20.0346260] [Info   : LethalMin] Adding PikminItem Compoent to Eyeless Dog Sample
[10:30:20.0346260] [Debug  : LethalMin] Calculated weight for Eyeless Dog Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0346260] [Debug  : LethalMin] (Eyeless Dog Sample) Colider: Eyeless Dog Sample (UnityEngine.BoxCollider)
[10:30:20.0346260] [Debug  : LethalMin] (Eyeless Dog Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0346260] [Debug  : LethalMin] Creating counter for Eyeless Dog Sample
[10:30:20.0346260] [Info   : LethalMin] Adding PikminItem Compoent to Hoarding Bug Sample
[10:30:20.0346260] [Debug  : LethalMin] Calculated weight for Hoarding Bug Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0346260] [Debug  : LethalMin] (Hoarding Bug Sample) Colider: Hoarding Bug Sample (UnityEngine.BoxCollider)
[10:30:20.0346260] [Debug  : LethalMin] (Hoarding Bug Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0346260] [Debug  : LethalMin] Creating counter for Hoarding Bug Sample
[10:30:20.0346260] [Info   : LethalMin] Adding PikminItem Compoent to Giant Sapsucker Sample
[10:30:20.0346260] [Debug  : LethalMin] Calculated weight for Giant Sapsucker Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0346260] [Debug  : LethalMin] (Giant Sapsucker Sample) Colider: Giant Sapsucker Sample (UnityEngine.BoxCollider)
[10:30:20.0346260] [Debug  : LethalMin] (Giant Sapsucker Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0346260] [Debug  : LethalMin] Creating counter for Giant Sapsucker Sample
[10:30:20.0346260] [Info   : LethalMin] Adding PikminItem Compoent to ScavExtract
[10:30:20.0346260] [Debug  : LethalMin] Calculated weight for Lost Scavenger: 158 lb, Devided weight: 63.2 lb
[10:30:20.0346260] [Debug  : LethalMin] (ScavExtract) Colider: ScavExtract (UnityEngine.BoxCollider)
[10:30:20.0346260] [Debug  : LethalMin] (ScavExtract) Center: (0.00, 0.00, 0.00)
[10:30:20.0356245] [Debug  : LethalMin] Creating counter for ScavExtract
[10:30:20.0356245] [Info   : LethalMin] Adding PikminItem Compoent to Spore Lizard Sample
[10:30:20.0356245] [Debug  : LethalMin] Calculated weight for Spore Lizard Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0356245] [Debug  : LethalMin] (Spore Lizard Sample) Colider: Spore Lizard Sample (UnityEngine.BoxCollider)
[10:30:20.0356245] [Debug  : LethalMin] (Spore Lizard Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0366262] [Debug  : LethalMin] Creating counter for Spore Lizard Sample
[10:30:20.0366262] [Info   : LethalMin] Adding PikminItem Compoent to Baboon Hawk Sample
[10:30:20.0366262] [Debug  : LethalMin] Calculated weight for Baboon Hawk Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0366262] [Debug  : LethalMin] (Baboon Hawk Sample) Colider: Baboon Hawk Sample (UnityEngine.BoxCollider)
[10:30:20.0366262] [Debug  : LethalMin] (Baboon Hawk Sample) Center: (0.00, 0.00, 0.00)
[10:30:20.0366262] [Debug  : LethalMin] Creating counter for Baboon Hawk Sample
[10:30:20.0366262] [Info   : LethalMin] Adding PikminItem Compoent to Tulip Snake Sample
[10:30:20.0366262] [Debug  : LethalMin] Calculated weight for Tulip Snake Sample: 11 lb, Devided weight: 4.4 lb
[10:30:20.0366262] [Debug  : LethalMin] (Tulip Snake Sample) Colider: Tulip Snake Sample (UnityEngine.BoxCollider)
